CANCER_TYPE	DNDS_HYPER_SCORE	DNDS_NORMAL_SCORE	FRACTION_DRIVERS_CLONAL	GENE	IS_RELATED	N_MISSENSE_DRIVER	N_PHASE_CIS	N_PHASE_TRANS	N_TRUNCATING_DRIVER	N_DRIVER
Prostate Cancer	0.999294910509126	0.9997704129592121		TAP1						
Prostate Cancer	0.999294910509126	0.9997704129592121		ERRFI1					1.0	
Prostate Cancer	0.999294910509126	0.9997704129592121		STK19						
Prostate Cancer	0.999294910509126	0.9997704129592121		CRKL						
Prostate Cancer	0.999294910509126	0.9997704129592121		STK11						
Prostate Cancer	0.999294910509126	0.9997704129592121		MEN1					1.0	
Prostate Cancer	0.999294910509126	0.9997704129592121		B2M		1.0				
Prostate Cancer	0.999294910509126	0.9997704129592121		TAP2						
Prostate Cancer	0.999294910509126	0.9997704129592121		PMAIP1						
Prostate Cancer	0.999294910509126	0.953638049008223		CDC73					2.0	
Prostate Cancer	0.0425081324743916	2.42770337166576e-10	0.3333333333333333	PIK3CA		18.0				
Prostate Cancer	0.999294910509126	0.533073510500669		PIK3CB		1.0				
Prostate Cancer	0.999294910509126	0.17363030423495002		PIK3CD		2.0				
Prostate Cancer	0.999294910509126	0.9997704129592121		PIK3CG						
Prostate Cancer	0.999294910509126	0.9997704129592121		IGF1R						
Prostate Cancer	0.999294910509126	0.9997704129592121		WHSC1L1						
Prostate Cancer	0.999294910509126	0.9997704129592121		NUP93						
Prostate Cancer	0.999294910509126	0.9997704129592121		TCEB1						
Prostate Cancer	0.999294910509126	0.8367302309398471		PIK3C2G						
Prostate Cancer	0.999294910509126	0.9997704129592121		CSF3R						
Prostate Cancer	0.999294910509126	0.9997704129592121		PIK3C3						
Prostate Cancer	0.999294910509126	0.804355604681622		GATA2						
Prostate Cancer	0.999294910509126	0.4081607449267971		GATA3					3.0	
Prostate Cancer	0.999294910509126	0.9997704129592121		GATA1						
Prostate Cancer	0.999294910509126	0.9997704129592121		CCND1						
Prostate Cancer	0.999294910509126	0.577889372261573		MAX		1.0				
Prostate Cancer	0.999294910509126	0.9997704129592121		CCND3						
Prostate Cancer	0.999294910509126	0.9997704129592121		CCND2						
Prostate Cancer	0.999294910509126	0.9997704129592121	1.0	ERBB2		3.0			2.0	5.0
Prostate Cancer	0.0	0.0	0.5	PTEN		18.0		1.0	29.0	47.0
Prostate Cancer	0.999294910509126	0.9997704129592121		NTHL1						
Prostate Cancer	0.811047018187354	0.9997704129592121		CTCF		1.0			6.0	7.0
Prostate Cancer	0.999294910509126	0.9997704129592121		IL7R						
Prostate Cancer	0.712174307502196	2.3006604301395096e-08		CDKN1B		1.0			3.0	4.0
Prostate Cancer	0.999294910509126	0.9997704129592121		CDKN1A						
Prostate Cancer	0.999294910509126	0.797147688607063		RIT1						
Prostate Cancer	0.999294910509126	0.9997704129592121		TRAF7						
Prostate Cancer	0.999294910509126	0.84919973109013		XPO1		2.0				
Prostate Cancer	0.999294910509126	0.9997704129592121		CSDE1						
Prostate Cancer	0.999294910509126	0.9997704129592121		MST1						
Prostate Cancer	0.999294910509126	0.9997704129592121		SOX17					2.0	
Prostate Cancer	0.999294910509126	0.374817294357678		JAK2		2.0				
Prostate Cancer	0.999294910509126	0.9997704129592121		JAK3		1.0				
Prostate Cancer	0.999294910509126	0.9997704129592121		NF1		4.0			1.0	5.0
Prostate Cancer	9.17356884159541e-08	0.0249590952946418	0.5	JAK1		1.0			62.0	63.0
Prostate Cancer				FAM123B						
Prostate Cancer	0.999294910509126	0.9997704129592121	1.0	TMEM127		1.0				
Prostate Cancer	0.999294910509126	0.9997704129592121		BLM					2.0	
Prostate Cancer	0.999294910509126	0.9997704129592121		PPARG						
Prostate Cancer	0.999294910509126	0.9997704129592121		HIST2H3D						
Prostate Cancer	0.999294910509126	0.9997704129592121		HIST2H3C						
Prostate Cancer	0.999294910509126	0.9997704129592121		RPS6KA4						
Prostate Cancer	0.999294910509126	0.9997704129592121		CBL					1.0	
Prostate Cancer	0.999294910509126	0.9997704129592121		PRDM1					1.0	
Prostate Cancer	0.999294910509126	0.940888674668841		EIF4A2						
Prostate Cancer	0.999294910509126	0.7354824383875792	1.0	MAP3K1					4.0	
Prostate Cancer	0.999294910509126	0.9997704129592121		SESN1						
Prostate Cancer	0.999294910509126	0.9997704129592121		SESN2						
Prostate Cancer	0.999294910509126	0.9997704129592121		SESN3						
Prostate Cancer	0.999294910509126	0.871403495645605		SMAD4		3.0			1.0	4.0
Prostate Cancer	0.999294910509126	0.9997704129592121		RET		1.0				
Prostate Cancer	0.999294910509126	0.9997704129592121	1.0	SMAD3					1.0	
Prostate Cancer	0.999294910509126	0.9997704129592121		SMO		1.0				
Prostate Cancer	0.999294910509126	0.966372477238408	1.0	POLE		3.0				
Prostate Cancer	0.999294910509126	0.8101518884316351		REL						
Prostate Cancer	0.999294910509126	0.9997704129592121		FH		1.0				
Prostate Cancer	0.999294910509126	0.8891081463736451		PARK2						
Prostate Cancer	0.999294910509126	0.9997704129592121		TSC2					1.0	
Prostate Cancer	0.811047018187354	0.9997704129592121		TSC1					1.0	
Prostate Cancer	0.999294910509126	0.7905272547624509		NCOA3						
Prostate Cancer	0.999294910509126	0.9997704129592121		RBM10						
Prostate Cancer	0.999294910509126	0.804009133563593		INHA						
Prostate Cancer	0.999294910509126	0.9997704129592121	1.0	RXRA		1.0				
Prostate Cancer	0.999294910509126	0.8749890929300359		PRKAR1A						
Prostate Cancer	0.999294910509126	0.966372477238408		YAP1						
Prostate Cancer	0.999294910509126	0.966372477238408		ALK		1.0				
Prostate Cancer	0.999294910509126	0.297066620925253		ARID5B						
Prostate Cancer	0.999294910509126	0.9997704129592121		LMO1						
Prostate Cancer	0.999294910509126	0.9997704129592121		FOXO1					1.0	
Prostate Cancer	0.999294910509126	0.9997704129592121	1.0	PBRM1		1.0			5.0	6.0
Prostate Cancer	0.999294910509126	0.9997704129592121		PRKD1						
Prostate Cancer	0.999294910509126	0.9997704129592121		CDC42						
Prostate Cancer	0.999294910509126	0.677113158768095		H3F3B						
Prostate Cancer	0.7831389924845129	0.9997704129592121		FLCN					3.0	
Prostate Cancer	0.999294910509126	0.9997704129592121		EGFR		1.0				
Prostate Cancer	0.999294910509126	0.9997704129592121	1.0	HNF1A		1.0			1.0	2.0
Prostate Cancer	0.999294910509126	0.0	1.0	CTNNB1		3.0				
Prostate Cancer	0.999294910509126	0.9997704129592121		PLCG2						
Prostate Cancer	3.1132878355877297e-07	0.00010386594951922701		ERF			1.0		30.0	
Prostate Cancer	0.7831389924845129	0.9997704129592121		ERG		1.0				
Prostate Cancer	0.999294910509126	0.9997704129592121		MITF						
Prostate Cancer	0.999294910509126	0.7854772640336422		RPTOR						
Prostate Cancer	0.999294910509126	0.9997704129592121		MYOD1						
Prostate Cancer	0.999294910509126	0.0		CDK12					6.0	
Prostate Cancer	0.999294910509126	0.9997704129592121		KLF4					2.0	
Prostate Cancer	0.999294910509126	0.11418141983285698		PGR						
Prostate Cancer	0.999294910509126	0.9997704129592121		CXCR4						
Prostate Cancer				RYBP						
Prostate Cancer	0.999294910509126	0.9997704129592121		STAT5B						
Prostate Cancer	0.7831389924845129	0.9997704129592121		MDC1						
Prostate Cancer	0.999294910509126	0.9997704129592121		SUFU		1.0			2.0	3.0
Prostate Cancer	0.999294910509126	0.31674692829629497		HGF						
Prostate Cancer	0.999294910509126	0.9997704129592121		PHOX2B						
Prostate Cancer	0.999294910509126	0.6287660655673609		HOXB13						
Prostate Cancer	0.999294910509126	0.9997704129592121		E2F3						
Prostate Cancer	0.999294910509126	0.9997704129592121		CALR					1.0	
Prostate Cancer	0.999294910509126	0.9997704129592121		MAP3K13						
Prostate Cancer				MAP3K14						
Prostate Cancer	0.999294910509126	0.7354824383875792		CREBBP					5.0	
Prostate Cancer	0.999294910509126	0.9997704129592121		SMARCD1						
Prostate Cancer	0.999294910509126	0.9997704129592121		SPRED1					1.0	
Prostate Cancer	0.999294910509126	0.9997704129592121		FAM58A						
Prostate Cancer	0.999294910509126	0.9997704129592121		VTCN1						
Prostate Cancer	0.999294910509126	0.9997704129592121		ARAF						
Prostate Cancer	0.999294910509126	0.9997704129592121		IKBKE						
Prostate Cancer	0.400917843666264	0.9997704129592121		FGFR4						
Prostate Cancer	0.999294910509126	0.9997704129592121		RARA		2.0				
Prostate Cancer	0.9142275512101229	0.9997704129592121		NFE2L2						
Prostate Cancer	0.999294910509126	0.9997704129592121		CBFB					1.0	
Prostate Cancer	0.999294910509126	0.0086230730813107		CDH1					1.0	
Prostate Cancer	0.999294910509126	0.9997704129592121		CDKN2B						
Prostate Cancer	0.999294910509126	0.9997704129592121		CDKN2C						
Prostate Cancer				CDKN2A		3.0	1.0		3.0	6.0
Prostate Cancer	0.999294910509126	0.9997704129592121		BARD1					3.0	
Prostate Cancer	0.999294910509126	0.9692906173915892		CENPA						
Prostate Cancer	0.999294910509126	0.598353821074248		ARID1B		1.0			2.0	3.0
Prostate Cancer	0.999294910509126	0.389963389076119	1.0	ARID1A					13.0	
Prostate Cancer	0.999294910509126	0.9997704129592121		CYLD					4.0	
Prostate Cancer	0.999294910509126	0.9997704129592121		WHSC1						
Prostate Cancer	0.7831389924845129	0.0	1.0	APC		2.0			24.0	26.0
Prostate Cancer	0.999294910509126	0.94374495894382		PAK7						
Prostate Cancer	0.999294910509126	0.9997704129592121		PAK1						
Prostate Cancer	0.999294910509126	0.9997704129592121		RECQL4						
Prostate Cancer	0.9142275512101229	0.0288653830743446		FOXP1		2.0			2.0	4.0
Prostate Cancer	0.999294910509126	0.9997704129592121		SDHC						
Prostate Cancer	0.811047018187354	0.6287660655673609	0.5	FUBP1					5.0	
Prostate Cancer	0.999294910509126	0.9997704129592121		RRAS						
Prostate Cancer	0.999294910509126	0.9997704129592121		CYSLTR2						
Prostate Cancer	0.999294910509126	0.9997704129592121		MYCN						
Prostate Cancer	0.999294910509126	0.9997704129592121		U2AF1						
Prostate Cancer	0.999294910509126	0.9997704129592121		CCNE1						
Prostate Cancer	0.8119628861193431	0.689978905327054		IGF2						
Prostate Cancer	0.999294910509126	0.9997704129592121		IGF1						
Prostate Cancer	0.999294910509126	0.26508212956876104		TCF3					4.0	
Prostate Cancer	0.999294910509126	0.297066620925253	0.0	ARID2		1.0			3.0	4.0
Prostate Cancer	0.999294910509126	0.9997704129592121		TEK						
Prostate Cancer	0.999294910509126	0.9997704129592121	0.0	XRCC2					2.0	
Prostate Cancer	0.999294910509126	0.9997704129592121		SMYD3						
Prostate Cancer	0.999294910509126	0.0190373310861404		EIF4E						
Prostate Cancer	0.999294910509126	0.9997704129592121		EPAS1						
Prostate Cancer	0.999294910509126	0.0007086173764757089	1.0	MGA		1.0			9.0	10.0
Prostate Cancer	0.999294910509126	0.9997704129592121		IRF4						
Prostate Cancer	0.7831389924845129	0.9997704129592121	1.0	MEF2B		1.0				
Prostate Cancer	0.999294910509126	0.9997704129592121		NSD1					7.0	
Prostate Cancer	0.999294910509126	0.9997704129592121		BTK						
Prostate Cancer	0.999294910509126	0.9997704129592121		PDGFRB		1.0				
Prostate Cancer	0.999294910509126	0.9997704129592121		PDGFRA						
Prostate Cancer	0.8233700092923171	2.73917928386275e-07	0.5	ATM		3.0			10.0	13.0
Prostate Cancer	0.0164827992974641	0.0	0.3333333333333333	ZFHX3					44.0	
Prostate Cancer	0.999294910509126	0.4081607449267971		ATR					6.0	
Prostate Cancer	0.999294910509126	0.9997704129592121		BRIP1		1.0			3.0	4.0
Prostate Cancer	0.999294910509126	0.9997704129592121		FLT4						
Prostate Cancer	0.999294910509126	0.9997704129592121	1.0	FLT3		3.0				
Prostate Cancer	0.999294910509126	0.9997704129592121		FLT1						
Prostate Cancer	0.999294910509126	0.940888674668841		MRE11A					3.0	
Prostate Cancer	0.999294910509126	0.6287660655673609		SLX4					1.0	
Prostate Cancer	0.999294910509126	0.9997704129592121		MAPK3						
Prostate Cancer	0.999294910509126	0.615985284930353		DNAJB1						
Prostate Cancer	0.999294910509126	0.9997704129592121		CSF1R						
Prostate Cancer	0.999294910509126	0.9997704129592121		RPS6KB2						
Prostate Cancer	0.999294910509126	0.966372477238408		FANCC						
Prostate Cancer	0.8233700092923171	0.9997704129592121		FANCA					3.0	
Prostate Cancer	0.999294910509126	0.374817294357678		DOT1L						
Prostate Cancer	0.999294910509126	0.9997704129592121		FBXW7		3.0				
Prostate Cancer	0.999294910509126	0.9997704129592121		TGFBR2		1.0			3.0	4.0
Prostate Cancer	0.999294910509126	0.51517126075169		TGFBR1					1.0	
Prostate Cancer	0.999294910509126	0.909070189730654	1.0	TET1					5.0	
Prostate Cancer	0.999294910509126	0.9997704129592121	0.0	TET2		2.0			7.0	9.0
Prostate Cancer	0.7831389924845129	0.9997704129592121		FOXL2					4.0	
Prostate Cancer	0.999294910509126	0.297066620925253	1.0	EP300					5.0	
Prostate Cancer	0.999294910509126	0.9997704129592121		KNSTRN						
Prostate Cancer	0.811047018187354	0.41775137204916296		IRS1						
Prostate Cancer	0.999294910509126	0.9997704129592121		IRS2						
Prostate Cancer	0.999294910509126	0.9997704129592121		KEAP1		1.0				
Prostate Cancer	0.999294910509126	0.9997704129592121		SHOC2						
Prostate Cancer	0.999294910509126	0.9997704129592121		BABAM1						
Prostate Cancer	0.999294910509126	0.9997704129592121		RAD52						
Prostate Cancer	0.999294910509126	0.9997704129592121		CDK6						
Prostate Cancer	0.999294910509126	0.9997704129592121		RAD50					3.0	
Prostate Cancer	0.999294910509126	0.0933765053691917		CDK8						
Prostate Cancer	0.0106054079341353	0.894856522028711		MSH2		4.0			11.0	15.0
Prostate Cancer	0.7831389924845129	0.9997704129592121		MSH3		1.0			10.0	11.0
Prostate Cancer	0.999294910509126	0.7354824383875792		ERCC4		1.0				
Prostate Cancer	0.999294910509126	0.9997704129592121		ERCC5						
Prostate Cancer	0.999294910509126	0.834547590739124	1.0	MSH6		2.0			13.0	15.0
Prostate Cancer	0.8597195299718209	0.9997704129592121		EZH1						
Prostate Cancer	0.999294910509126	0.940888674668841	0.0	EZH2					1.0	
Prostate Cancer	0.999294910509126	0.9997704129592121		MCL1						
Prostate Cancer	0.999294910509126	0.9997704129592121		SOX2						
Prostate Cancer	0.7831389924845129	0.84919973109013	0.0	BBC3					2.0	
Prostate Cancer	0.999294910509126	0.9997704129592121		SMARCA4		1.0			1.0	2.0
Prostate Cancer	0.999294910509126	0.9997704129592121		CEBPA						
Prostate Cancer	0.999294910509126	0.9997704129592121		RICTOR						
Prostate Cancer	0.7831389924845129	0.9997704129592121	0.0	AXIN2		1.0			7.0	8.0
Prostate Cancer	0.999294910509126	0.9997704129592121		AXIN1						
Prostate Cancer	0.999294910509126	0.9997704129592121		RAD54L						
Prostate Cancer	0.999294910509126	0.8811954473189351		FYN						
Prostate Cancer	0.0071645723417169	0.0	0.0	RB1		2.0			10.0	12.0
Prostate Cancer	0.999294910509126	0.9997704129592121		MDM4						
Prostate Cancer	0.999294910509126	0.7354824383875792		MED12		1.0				
Prostate Cancer	0.999294910509126	0.9997704129592121		AURKA						
Prostate Cancer	0.999294910509126	0.9997704129592121		AURKB						
Prostate Cancer	0.999294910509126	0.271355520597183		PRKCI						
Prostate Cancer	0.999294910509126	0.834547590739124		GREM1						
Prostate Cancer	0.999294910509126	0.9997704129592121		RAC2						
Prostate Cancer	0.999294910509126	0.9997704129592121		RAC1						
Prostate Cancer	0.999294910509126	0.9997704129592121		CARD11						
Prostate Cancer	0.999294910509126	0.966372477238408		HIST1H3B						
Prostate Cancer	0.999294910509126	0.9997704129592121		HIST1H3C						
Prostate Cancer	0.999294910509126	0.9997704129592121		HIST1H3A						
Prostate Cancer	0.999294910509126	0.9997704129592121		HIST1H3F						
Prostate Cancer	0.999294910509126	0.804009133563593		HIST1H3G						
Prostate Cancer	0.999294910509126	0.977646790258192		HIST1H3D						
Prostate Cancer	0.999294910509126	0.9997704129592121		HIST1H3E						
Prostate Cancer	0.999294910509126	0.9997704129592121		HIST1H3J						
Prostate Cancer	0.999294910509126	0.9997704129592121		PDCD1LG2						
Prostate Cancer	0.999294910509126	0.9997704129592121		HIST1H3H						
Prostate Cancer	0.999294910509126	0.9997704129592121		HIST1H3I						
Prostate Cancer	0.999294910509126	0.7354824383875792		NOTCH4		1.0				
Prostate Cancer	0.999294910509126	0.360712044039776	0.0	NOTCH1		2.0			3.0	5.0
Prostate Cancer	0.999294910509126	0.8614829953325501	1.0	NOTCH2					2.0	
Prostate Cancer	0.999294910509126	0.9997704129592121		NOTCH3					2.0	
Prostate Cancer	0.999294910509126	0.9997704129592121		MTOR		2.0				
Prostate Cancer	0.31253849837357	0.9997704129592121	0.5	PTCH1		1.0			9.0	10.0
Prostate Cancer	0.999294910509126	0.932449036706042		CRLF2						
Prostate Cancer				KMT5A						
Prostate Cancer	0.999294910509126	0.9997704129592121		PPP4R2						
Prostate Cancer	0.999294910509126	0.9997704129592121		AXL						
Prostate Cancer	0.811047018187354	0.0371033021020465		GPS2					4.0	
Prostate Cancer	0.999294910509126	0.7472837886117859		DNMT1						
Prostate Cancer	0.999294910509126	0.9997704129592121		FAM46C						
Prostate Cancer	0.999294910509126	0.9997704129592121		INHBA						
Prostate Cancer	0.81405103399602	0.287238939335977		H3F3C						
Prostate Cancer	0.999294910509126	0.39186138688643796		CUL3		1.0				
Prostate Cancer	0.999294910509126	0.9997704129592121		BRCA1		1.0			4.0	5.0
Prostate Cancer	0.999294910509126	0.9997704129592121		ERBB3						
Prostate Cancer	0.999294910509126	0.0	1.0	BRCA2		3.0			7.0	10.0
Prostate Cancer	0.999294910509126	0.9997704129592121		H3F3A						
Prostate Cancer	0.999294910509126	0.8749890929300359		ERBB4						
Prostate Cancer	0.999294910509126	0.4081607449267971		IDH2						
Prostate Cancer	0.999294910509126	0.689978905327054		IDH1						
Prostate Cancer	0.999294910509126	0.9997704129592121		BRD4						
Prostate Cancer	0.999294910509126	0.9997704129592121		MDM2						
Prostate Cancer	0.999294910509126	0.46321122327891	1.0	SETD2		1.0			9.0	10.0
Prostate Cancer	0.999294910509126	0.9997704129592121	1.0	FGFR2		1.0				
Prostate Cancer	0.999294910509126	0.8367302309398471		FGFR3						
Prostate Cancer	0.999294910509126	0.9997704129592121		FGFR1						
Prostate Cancer	0.999294910509126	0.9997704129592121		SYK		1.0				
Prostate Cancer	0.999294910509126	0.9997704129592121		PTPN11						
Prostate Cancer	0.999294910509126	0.9997704129592121	0.0	TCF7L2					2.0	
Prostate Cancer	0.999294910509126	0.9997704129592121		KIT		2.0				
Prostate Cancer	0.400917843666264	0.0		FOXA1		3.0			8.0	11.0
Prostate Cancer	0.999294910509126	0.38001576051225394		RUNX1		1.0			1.0	2.0
Prostate Cancer	0.999294910509126	0.9997704129592121		HIST3H3						
Prostate Cancer	0.546903370228968	0.9997704129592121		PNRC1						
Prostate Cancer	0.999294910509126	0.00199757908505897	1.0	HRAS		2.0				
Prostate Cancer	0.999294910509126	0.9997704129592121		RRAS2		1.0				
Prostate Cancer	0.999294910509126	0.9997704129592121		CARM1						
Prostate Cancer	0.999294910509126	0.9997704129592121		TNFRSF14					1.0	
Prostate Cancer	0.999294910509126	0.9997704129592121		IFNGR1						
Prostate Cancer	0.999294910509126	0.9997704129592121		TSHR						
Prostate Cancer	0.999294910509126	0.8891081463736451		ICOSLG						
Prostate Cancer	0.999294910509126	0.9997704129592121		STK40						
Prostate Cancer	0.999294910509126	0.9997704129592121		DAXX						
Prostate Cancer	0.999294910509126	0.9997704129592121		SDHAF2						
Prostate Cancer	0.999294910509126	0.9997704129592121		PPM1D					3.0	
Prostate Cancer	0.742326219546667	0.9997704129592121		SRSF2						
Prostate Cancer	0.999294910509126	0.41775137204916296		JUN						
Prostate Cancer	0.999294910509126	0.9997704129592121		ROS1						
Prostate Cancer	0.999294910509126	0.9997704129592121		PPP6C						
Prostate Cancer	0.999294910509126	0.9997704129592121		CDK4						
Prostate Cancer	0.999294910509126	0.695340827928554		CHEK2		1.0			2.0	3.0
Prostate Cancer	0.999294910509126	0.9997704129592121		CHEK1					2.0	
Prostate Cancer	0.999294910509126	0.0253490733947321		CTLA4						
Prostate Cancer	0.999294910509126	0.834547590739124		EPHB1						
Prostate Cancer	0.999294910509126	0.9997704129592121		RAD51						
Prostate Cancer	0.999294910509126	0.804009133563593		PARP1					3.0	
Prostate Cancer	0.999294910509126	0.9997704129592121		PAX5					4.0	
Prostate Cancer	0.0	0.0	1.0	TP53		40.0		3.0	7.0	47.0
Prostate Cancer	0.999294910509126	0.9997704129592121		GNAQ						
Prostate Cancer	0.999294910509126	0.9997704129592121		ESR1						
Prostate Cancer	0.6854309856510361	0.9997704129592121		DDR2		1.0				
Prostate Cancer	0.999294910509126	0.9997704129592121		CD274						
Prostate Cancer	0.999294910509126	0.4081607449267971		PALB2		1.0			4.0	5.0
Prostate Cancer	0.999294910509126	0.9997704129592121		CD276						
Prostate Cancer	0.999294910509126	0.8367302309398471		SHQ1		1.0				
Prostate Cancer	0.999294910509126	0.861392143016236		VEGFA						
Prostate Cancer	0.999294910509126	0.9997704129592121	0.0	SH2D1A		1.0				
Prostate Cancer	0.999294910509126	0.9997704129592121		NTRK1						
Prostate Cancer	0.999294910509126	2.61567664771298e-05		TBX3						
Prostate Cancer	0.999294910509126	0.9997704129592121		UPF1						
Prostate Cancer	0.999294910509126	0.84919973109013		NTRK2						
Prostate Cancer	0.999294910509126	0.9997704129592121		CD79B						
Prostate Cancer	0.7831389924845129	0.9997704129592121		CD79A						
Prostate Cancer	0.999294910509126	0.14074005786719798		STAT3						
Prostate Cancer	0.999294910509126	0.966372477238408		ALOX12B						
Prostate Cancer	0.999294910509126	0.9997704129592121		ERCC2		1.0			1.0	2.0
Prostate Cancer	0.999294910509126	0.0259133831997392		KDR						
Prostate Cancer	0.999294910509126	0.9997704129592121		SRC						
Prostate Cancer	0.999294910509126	0.9997704129592121		ERCC3						
Prostate Cancer	0.999294910509126	0.0561745852244488		SF3B1						
Prostate Cancer	0.999294910509126	0.868389987108682		ATRX		1.0				
Prostate Cancer	0.999294910509126	0.9997704129592121		RAD51C						
Prostate Cancer	0.999294910509126	0.677113158768095		MYC						
Prostate Cancer	0.999294910509126	0.9997704129592121		VHL		2.0				
Prostate Cancer	0.999294910509126	0.9997704129592121		IL10						
Prostate Cancer	0.999294910509126	0.9997704129592121		GNAS		2.0				
Prostate Cancer	0.7831389924845129	0.271355520597183		SOX9					3.0	
Prostate Cancer	0.999294910509126	0.9997704129592121		RHEB						
Prostate Cancer	0.7831389924845129	0.9997704129592121		PPP2R1A		7.0			1.0	8.0
Prostate Cancer	0.81749362215884	0.41775137204916296		WT1		1.0			2.0	3.0
Prostate Cancer	0.999294910509126	0.202617418070695	1.0	SPEN					26.0	
Prostate Cancer	0.999294910509126	0.9997704129592121		BIRC3						
Prostate Cancer	0.999294910509126	0.9997704129592121		MAP2K2						
Prostate Cancer	0.999294910509126	0.966372477238408		MAP2K1						
Prostate Cancer	0.999294910509126	0.9997704129592121		TOP1		1.0			1.0	2.0
Prostate Cancer	0.999294910509126	0.9997704129592121	0.0	MAP2K4		1.0			1.0	2.0
Prostate Cancer	0.999294910509126	0.425518579898318		YES1						
Prostate Cancer	0.999294910509126	0.41775137204916296		ANKRD11		1.0			8.0	9.0
Prostate Cancer	0.999294910509126	0.9997704129592121		MAPKAP1						
Prostate Cancer	0.999294910509126	0.33539472174669605		TERT					1.0	
Prostate Cancer	0.999294910509126	0.559402786622068		MALT1						
Prostate Cancer	0.9142275512101229	8.511617336874151e-13		KMT2C		1.0			27.0	28.0
Prostate Cancer	0.999294910509126	0.9997704129592121		KMT2B					8.0	
Prostate Cancer	0.999294910509126	0.9997704129592121		KMT2A		1.0			23.0	24.0
Prostate Cancer	0.999294910509126	0.9997704129592121		SMARCB1						
Prostate Cancer	0.742326219546667	0.0		SPOP		10.0				
Prostate Cancer	0.999294910509126	0.9997704129592121		MSI2						
Prostate Cancer	0.999294910509126	0.9997704129592121		MSI1						
Prostate Cancer	0.999294910509126	0.9997704129592121		ZRSR2						
Prostate Cancer	0.999294910509126	0.38001576051225394		TP53BP1					7.0	
Prostate Cancer	0.999294910509126	0.9997704129592121		EPCAM		1.0				
Prostate Cancer	0.7831389924845129	0.977646790258192		INPPL1					11.0	
Prostate Cancer	0.999294910509126	0.0280111631288483		INSR						
Prostate Cancer	0.999294910509126	0.9997704129592121	0.0	CASP8		1.0			3.0	4.0
Prostate Cancer	0.999294910509126	0.966372477238408		BCL6						
Prostate Cancer	0.999294910509126	0.9997704129592121		BCL2						
Prostate Cancer	0.999294910509126	0.9997704129592121		BCL2L1						
Prostate Cancer	0.999294910509126	0.9997704129592121		PLK2						
Prostate Cancer	0.999294910509126	0.000680566292408642	0.0	AKT1		5.0				
Prostate Cancer	0.999294910509126	0.7354824383875792		AKT2						
Prostate Cancer	0.999294910509126	0.9997704129592121		AKT3						
Prostate Cancer	0.999294910509126	0.9997704129592121		NKX2-1						
Prostate Cancer	0.999294910509126	0.9997704129592121		EIF1AX		1.0				
Prostate Cancer	0.999294910509126	0.8891081463736451		INPP4B					1.0	
Prostate Cancer	0.999294910509126	0.9997704129592121		INPP4A						
Prostate Cancer	0.999294910509126	0.9997704129592121		NTRK3		1.0				
Prostate Cancer	0.999294910509126	0.9997704129592121		PTP4A1						
Prostate Cancer	0.999294910509126	0.940888674668841		LYN						
Prostate Cancer	0.999294910509126	0.9997704129592121		SUZ12						
Prostate Cancer	0.999294910509126	0.9997704129592121		NUF2						
Prostate Cancer	0.999294910509126	0.909070189730654		NEGR1						
Prostate Cancer	0.999294910509126	0.0933765053691917	0.5	SMAD2		2.0			2.0	4.0
Prostate Cancer	0.999294910509126	0.9997704129592121	1.0	PMS1		1.0			2.0	3.0
Prostate Cancer	0.999294910509126	0.261840708612193		PMS2		1.0			4.0	5.0
Prostate Cancer	0.999294910509126	0.9997704129592121		RAF1						
Prostate Cancer	0.999294910509126	0.0205642076108522		KRAS						
Prostate Cancer	0.999294910509126	0.9997704129592121		SOCS1						
Prostate Cancer	0.999294910509126	0.9997704129592121		MST1R						
Prostate Cancer	0.999294910509126	0.9997704129592121		XIAP						
Prostate Cancer	0.999294910509126	0.677113158768095		GSK3B						
Prostate Cancer	0.999294910509126	0.9997704129592121		EGFL7						
Prostate Cancer	0.999294910509126	0.4081607449267971	0.0	FAT1					2.0	
Prostate Cancer	0.999294910509126	0.94374495894382		KDM5A						
Prostate Cancer	0.999294910509126	0.437621630763665	0.0	KDM5C		1.0				
Prostate Cancer	0.999294910509126	0.9997704129592121		HLA-B						
Prostate Cancer	0.9142275512101229	0.940888674668841		HLA-A					1.0	
Prostate Cancer	0.999294910509126	0.677113158768095		NFKBIA					1.0	
Prostate Cancer	0.8119628861193431	0.9997704129592121		EED					2.0	
Prostate Cancer	0.999294910509126	0.9997704129592121		PREX2						
Prostate Cancer	0.31253849837357	0.00643059677641834	0.3333333333333333	ASXL1				1.0	18.0	
Prostate Cancer	0.999294910509126	0.9997704129592121	0.0	FAM175A					2.0	
Prostate Cancer	0.31253849837357	0.00021783512228923401	0.5	ASXL2					7.0	
Prostate Cancer	0.999294910509126	0.41775137204916296		PIK3R3		1.0				
Prostate Cancer	0.999294910509126	0.46349625131723904		PIK3R2		2.0			1.0	3.0
Prostate Cancer	0.627783461890594	1.69381517359022e-11	1.0	PIK3R1		3.0			5.0	8.0
Prostate Cancer	0.999294910509126	0.861392143016236		PTPRD					3.0	
Prostate Cancer	0.999294910509126	0.9997704129592121		MYD88						
Prostate Cancer	0.999294910509126	0.360712044039776		STAG2		1.0				
Prostate Cancer	0.00598381416914545	2.9236837148949298e-06		RNF43				1.0	26.0	
Prostate Cancer	0.999294910509126	0.9997704129592121		HIST1H2BD						
