CANCER_TYPE	DNDS_HYPER_SCORE	DNDS_NORMAL_SCORE	FRACTION_DRIVERS_CLONAL	GENE	IS_RELATED	N_MISSENSE_DRIVER	N_PHASE_CIS	N_PHASE_TRANS	N_TRUNCATING_DRIVER	N_DRIVER
Gastrointestinal Neuroendocrine Tumor				ICOSLG						
Gastrointestinal Neuroendocrine Tumor				STK40						
Gastrointestinal Neuroendocrine Tumor				DAXX						
Gastrointestinal Neuroendocrine Tumor				SDHAF2						
Gastrointestinal Neuroendocrine Tumor				PPM1D						
Gastrointestinal Neuroendocrine Tumor				SRSF2						
Gastrointestinal Neuroendocrine Tumor				JUN						
Gastrointestinal Neuroendocrine Tumor				ROS1						
Gastrointestinal Neuroendocrine Tumor				PPP6C						
Gastrointestinal Neuroendocrine Tumor				CDK4						
Gastrointestinal Neuroendocrine Tumor			1.0	CHEK2					1.0	
Gastrointestinal Neuroendocrine Tumor				CHEK1						
Gastrointestinal Neuroendocrine Tumor				CTLA4						
Gastrointestinal Neuroendocrine Tumor				EPHB1						
Gastrointestinal Neuroendocrine Tumor				RAD51						
Gastrointestinal Neuroendocrine Tumor				PARP1						
Gastrointestinal Neuroendocrine Tumor				PAX5						
Gastrointestinal Neuroendocrine Tumor			1.0	TP53		1.0				
Gastrointestinal Neuroendocrine Tumor				GNAQ						
Gastrointestinal Neuroendocrine Tumor				ESR1						
Gastrointestinal Neuroendocrine Tumor				DDR2						
Gastrointestinal Neuroendocrine Tumor				CD274						
Gastrointestinal Neuroendocrine Tumor				PALB2						
Gastrointestinal Neuroendocrine Tumor				CD276						
Gastrointestinal Neuroendocrine Tumor				SHQ1						
Gastrointestinal Neuroendocrine Tumor				VEGFA						
Gastrointestinal Neuroendocrine Tumor				SH2D1A						
Gastrointestinal Neuroendocrine Tumor				NTRK1						
Gastrointestinal Neuroendocrine Tumor				TBX3						
Gastrointestinal Neuroendocrine Tumor				UPF1						
Gastrointestinal Neuroendocrine Tumor				NTRK2						
Gastrointestinal Neuroendocrine Tumor				CD79B						
Gastrointestinal Neuroendocrine Tumor				CD79A						
Gastrointestinal Neuroendocrine Tumor				STAT3						
Gastrointestinal Neuroendocrine Tumor				ALOX12B						
Gastrointestinal Neuroendocrine Tumor				ERCC2						
Gastrointestinal Neuroendocrine Tumor				KDR						
Gastrointestinal Neuroendocrine Tumor				SRC						
Gastrointestinal Neuroendocrine Tumor				ERCC3						
Gastrointestinal Neuroendocrine Tumor				SF3B1						
Gastrointestinal Neuroendocrine Tumor				ATRX						
Gastrointestinal Neuroendocrine Tumor				RAD51C						
Gastrointestinal Neuroendocrine Tumor				MYC						
Gastrointestinal Neuroendocrine Tumor				VHL						
Gastrointestinal Neuroendocrine Tumor				IL10						
Gastrointestinal Neuroendocrine Tumor				GNAS						
Gastrointestinal Neuroendocrine Tumor				SOX9						
Gastrointestinal Neuroendocrine Tumor				RHEB						
Gastrointestinal Neuroendocrine Tumor				PPP2R1A						
Gastrointestinal Neuroendocrine Tumor				WT1					1.0	
Gastrointestinal Neuroendocrine Tumor				SPEN						
Gastrointestinal Neuroendocrine Tumor				BIRC3						
Gastrointestinal Neuroendocrine Tumor				MAP2K2						
Gastrointestinal Neuroendocrine Tumor				MAP2K1						
Gastrointestinal Neuroendocrine Tumor				TOP1						
Gastrointestinal Neuroendocrine Tumor			1.0	MAP2K4					1.0	
Gastrointestinal Neuroendocrine Tumor				YES1						
Gastrointestinal Neuroendocrine Tumor				ANKRD11						
Gastrointestinal Neuroendocrine Tumor				MAPKAP1						
Gastrointestinal Neuroendocrine Tumor				TERT						
Gastrointestinal Neuroendocrine Tumor				MALT1						
Gastrointestinal Neuroendocrine Tumor				KMT2C						
Gastrointestinal Neuroendocrine Tumor				KMT2B						
Gastrointestinal Neuroendocrine Tumor				KMT2A						
Gastrointestinal Neuroendocrine Tumor				SMARCB1						
Gastrointestinal Neuroendocrine Tumor				SPOP						
Gastrointestinal Neuroendocrine Tumor				MSI2						
Gastrointestinal Neuroendocrine Tumor				MSI1						
Gastrointestinal Neuroendocrine Tumor				ZRSR2						
Gastrointestinal Neuroendocrine Tumor				TP53BP1						
Gastrointestinal Neuroendocrine Tumor				EPCAM						
Gastrointestinal Neuroendocrine Tumor				INPPL1						
Gastrointestinal Neuroendocrine Tumor				INSR						
Gastrointestinal Neuroendocrine Tumor			0.0	CASP8					2.0	
Gastrointestinal Neuroendocrine Tumor				BCL6						
Gastrointestinal Neuroendocrine Tumor				BCL2						
Gastrointestinal Neuroendocrine Tumor				BCL2L1						
Gastrointestinal Neuroendocrine Tumor				PLK2						
Gastrointestinal Neuroendocrine Tumor				AKT1						
Gastrointestinal Neuroendocrine Tumor				AKT2						
Gastrointestinal Neuroendocrine Tumor				AKT3						
Gastrointestinal Neuroendocrine Tumor				NKX2-1						
Gastrointestinal Neuroendocrine Tumor				EIF1AX						
Gastrointestinal Neuroendocrine Tumor				INPP4B						
Gastrointestinal Neuroendocrine Tumor				INPP4A						
Gastrointestinal Neuroendocrine Tumor				NTRK3						
Gastrointestinal Neuroendocrine Tumor				PTP4A1						
Gastrointestinal Neuroendocrine Tumor				LYN						
Gastrointestinal Neuroendocrine Tumor				SUZ12						
Gastrointestinal Neuroendocrine Tumor				NUF2						
Gastrointestinal Neuroendocrine Tumor				NEGR1						
Gastrointestinal Neuroendocrine Tumor				SMAD2					1.0	
Gastrointestinal Neuroendocrine Tumor				PMS1						
Gastrointestinal Neuroendocrine Tumor				PMS2						
Gastrointestinal Neuroendocrine Tumor				RAF1						
Gastrointestinal Neuroendocrine Tumor			1.0	KRAS		1.0				
Gastrointestinal Neuroendocrine Tumor				SOCS1						
Gastrointestinal Neuroendocrine Tumor				MST1R						
Gastrointestinal Neuroendocrine Tumor				XIAP						
Gastrointestinal Neuroendocrine Tumor				GSK3B						
Gastrointestinal Neuroendocrine Tumor				EGFL7						
Gastrointestinal Neuroendocrine Tumor			1.0	FAT1					1.0	
Gastrointestinal Neuroendocrine Tumor				KDM5A						
Gastrointestinal Neuroendocrine Tumor				KDM5C						
Gastrointestinal Neuroendocrine Tumor				HLA-B						
Gastrointestinal Neuroendocrine Tumor				HLA-A						
Gastrointestinal Neuroendocrine Tumor				NFKBIA						
Gastrointestinal Neuroendocrine Tumor				EED						
Gastrointestinal Neuroendocrine Tumor				PREX2						
Gastrointestinal Neuroendocrine Tumor				ASXL1						
Gastrointestinal Neuroendocrine Tumor				FAM175A						
Gastrointestinal Neuroendocrine Tumor				ASXL2						
Gastrointestinal Neuroendocrine Tumor			1.0	PIK3R3					1.0	
Gastrointestinal Neuroendocrine Tumor				PIK3R2						
Gastrointestinal Neuroendocrine Tumor				PIK3R1						
Gastrointestinal Neuroendocrine Tumor				PTPRD						
Gastrointestinal Neuroendocrine Tumor				MYD88						
Gastrointestinal Neuroendocrine Tumor				STAG2						
Gastrointestinal Neuroendocrine Tumor				RNF43		1.0			1.0	2.0
Gastrointestinal Neuroendocrine Tumor				HIST1H2BD						
Gastrointestinal Neuroendocrine Tumor				DCUN1D1						
Gastrointestinal Neuroendocrine Tumor				RECQL						
Gastrointestinal Neuroendocrine Tumor				RAD21						
Gastrointestinal Neuroendocrine Tumor				RHOA						
Gastrointestinal Neuroendocrine Tumor				FGF4						
Gastrointestinal Neuroendocrine Tumor				FGF3						
Gastrointestinal Neuroendocrine Tumor				ETV1						
Gastrointestinal Neuroendocrine Tumor				PRDM14						
Gastrointestinal Neuroendocrine Tumor				ETV6						
Gastrointestinal Neuroendocrine Tumor				MPL						
Gastrointestinal Neuroendocrine Tumor				TNFAIP3						
Gastrointestinal Neuroendocrine Tumor				BMPR1A					1.0	
Gastrointestinal Neuroendocrine Tumor				AGO2						
Gastrointestinal Neuroendocrine Tumor				RFWD2						
Gastrointestinal Neuroendocrine Tumor			1.0	EPHA7					1.0	
Gastrointestinal Neuroendocrine Tumor				RAD51L1						
Gastrointestinal Neuroendocrine Tumor				EPHA5						
Gastrointestinal Neuroendocrine Tumor				RAD51L3						
Gastrointestinal Neuroendocrine Tumor				EPHA3						
Gastrointestinal Neuroendocrine Tumor				MUTYH						
Gastrointestinal Neuroendocrine Tumor				ABL1						
Gastrointestinal Neuroendocrine Tumor				IKZF1						
Gastrointestinal Neuroendocrine Tumor				NCOR1						
Gastrointestinal Neuroendocrine Tumor				TP63						
Gastrointestinal Neuroendocrine Tumor				DROSHA						
Gastrointestinal Neuroendocrine Tumor				RASA1						
Gastrointestinal Neuroendocrine Tumor				POLD1						
Gastrointestinal Neuroendocrine Tumor				FGF19						
Gastrointestinal Neuroendocrine Tumor				MAPK1						
Gastrointestinal Neuroendocrine Tumor				KDM6A						
Gastrointestinal Neuroendocrine Tumor				NBN						
Gastrointestinal Neuroendocrine Tumor				DUSP4						
Gastrointestinal Neuroendocrine Tumor				PDCD1						
Gastrointestinal Neuroendocrine Tumor				PTPRT						
Gastrointestinal Neuroendocrine Tumor				BCOR						
Gastrointestinal Neuroendocrine Tumor				HIST1H1C						
Gastrointestinal Neuroendocrine Tumor				DICER1						
Gastrointestinal Neuroendocrine Tumor				SOS1						
Gastrointestinal Neuroendocrine Tumor				WWTR1						
Gastrointestinal Neuroendocrine Tumor				ID3						
Gastrointestinal Neuroendocrine Tumor				MET						
Gastrointestinal Neuroendocrine Tumor				STAT5A						
Gastrointestinal Neuroendocrine Tumor				NKX3-1						
Gastrointestinal Neuroendocrine Tumor				CIC						
Gastrointestinal Neuroendocrine Tumor				MYCL1						
Gastrointestinal Neuroendocrine Tumor				ACVR1						
Gastrointestinal Neuroendocrine Tumor				LATS2						
Gastrointestinal Neuroendocrine Tumor				LATS1						
Gastrointestinal Neuroendocrine Tumor				ELF3						
Gastrointestinal Neuroendocrine Tumor				RAB35						
Gastrointestinal Neuroendocrine Tumor				BCL2L11						
Gastrointestinal Neuroendocrine Tumor				NRAS						
Gastrointestinal Neuroendocrine Tumor				MLH1						
Gastrointestinal Neuroendocrine Tumor				GLI1						
Gastrointestinal Neuroendocrine Tumor				DNMT3B						
Gastrointestinal Neuroendocrine Tumor				NF2						
Gastrointestinal Neuroendocrine Tumor				TRAF2						
Gastrointestinal Neuroendocrine Tumor				DNMT3A						
Gastrointestinal Neuroendocrine Tumor				RRAGC						
Gastrointestinal Neuroendocrine Tumor				PIM1						
Gastrointestinal Neuroendocrine Tumor				TMPRSS2						
Gastrointestinal Neuroendocrine Tumor				AR						
Gastrointestinal Neuroendocrine Tumor				RTEL1						
Gastrointestinal Neuroendocrine Tumor				NPM1						
Gastrointestinal Neuroendocrine Tumor				BCL10						
Gastrointestinal Neuroendocrine Tumor				DIS3						
Gastrointestinal Neuroendocrine Tumor				PTPRS						
Gastrointestinal Neuroendocrine Tumor				GRIN2A						
Gastrointestinal Neuroendocrine Tumor				BRAF		1.0				
Gastrointestinal Neuroendocrine Tumor				GNA11						
Gastrointestinal Neuroendocrine Tumor				SDHA						
Gastrointestinal Neuroendocrine Tumor				PDPK1						
Gastrointestinal Neuroendocrine Tumor				BAP1						
Gastrointestinal Neuroendocrine Tumor				SDHB						
Gastrointestinal Neuroendocrine Tumor				SDHD						
Gastrointestinal Neuroendocrine Tumor				SH2B3						
Germ Cell Tumor				TAP1						
Germ Cell Tumor				ERRFI1						
Germ Cell Tumor				STK19						
Germ Cell Tumor				CRKL						
Germ Cell Tumor				STK11						
Germ Cell Tumor				MEN1						
Germ Cell Tumor				B2M						
Germ Cell Tumor				TAP2						
Germ Cell Tumor				PMAIP1						
Germ Cell Tumor				CDC73						
Germ Cell Tumor				PIK3CA		1.0				
Germ Cell Tumor				PIK3CB						
Germ Cell Tumor				PIK3CD						
Germ Cell Tumor				PIK3CG						
Germ Cell Tumor				IGF1R						
Germ Cell Tumor				WHSC1L1						
Germ Cell Tumor				NUP93						
Germ Cell Tumor				TCEB1						
Germ Cell Tumor				PIK3C2G						
Germ Cell Tumor				CSF3R						
Germ Cell Tumor				PIK3C3						
Germ Cell Tumor				GATA2						
Germ Cell Tumor				GATA3						
Germ Cell Tumor				GATA1						
Germ Cell Tumor				CCND1						
Germ Cell Tumor				MAX						
Germ Cell Tumor				CCND3						
Germ Cell Tumor				CCND2						
Germ Cell Tumor				ERBB2						
Germ Cell Tumor				PTEN						
Germ Cell Tumor				NTHL1						
Germ Cell Tumor				CTCF						
Germ Cell Tumor				IL7R						
Germ Cell Tumor				CDKN1B						
Germ Cell Tumor				CDKN1A						
Germ Cell Tumor				RIT1						
Germ Cell Tumor				TRAF7						
Germ Cell Tumor				XPO1						
Germ Cell Tumor				CSDE1						
Germ Cell Tumor				MST1						
Germ Cell Tumor				SOX17						
Germ Cell Tumor				JAK2						
Germ Cell Tumor				JAK3						
Germ Cell Tumor				NF1						
Germ Cell Tumor				JAK1						
Germ Cell Tumor				FAM123B						
Germ Cell Tumor				TMEM127						
Germ Cell Tumor				BLM						
Germ Cell Tumor				PPARG						
Germ Cell Tumor				HIST2H3D						
Germ Cell Tumor				HIST2H3C						
Germ Cell Tumor				RPS6KA4						
Germ Cell Tumor				CBL					1.0	
Germ Cell Tumor				PRDM1						
Germ Cell Tumor				EIF4A2						
Germ Cell Tumor				MAP3K1						
Germ Cell Tumor				SESN1						
Germ Cell Tumor				SESN2						
Germ Cell Tumor				SESN3						
Germ Cell Tumor				SMAD4						
Germ Cell Tumor				RET						
Germ Cell Tumor				SMAD3						
Germ Cell Tumor				SMO						
Germ Cell Tumor				POLE						
Germ Cell Tumor				REL						
Germ Cell Tumor				FH						
Germ Cell Tumor				PARK2						
Germ Cell Tumor				TSC2						
Germ Cell Tumor				TSC1						
Germ Cell Tumor				NCOA3						
Germ Cell Tumor				RBM10						
Germ Cell Tumor				INHA						
Germ Cell Tumor				RXRA						
Germ Cell Tumor				PRKAR1A						
Germ Cell Tumor				YAP1						
Germ Cell Tumor				ALK		1.0				
Germ Cell Tumor				ARID5B						
Germ Cell Tumor				LMO1						
Germ Cell Tumor				FOXO1						
Germ Cell Tumor				PBRM1						
Germ Cell Tumor				PRKD1						
Germ Cell Tumor				CDC42						
Germ Cell Tumor				H3F3B						
Germ Cell Tumor				FLCN						
Germ Cell Tumor				EGFR						
Germ Cell Tumor				HNF1A						
Germ Cell Tumor				CTNNB1						
Germ Cell Tumor				PLCG2						
Germ Cell Tumor				ERF						
Germ Cell Tumor				ERG						
Germ Cell Tumor				MITF						
Germ Cell Tumor				RPTOR						
Germ Cell Tumor				MYOD1						
Germ Cell Tumor				CDK12						
Germ Cell Tumor				KLF4						
Germ Cell Tumor				PGR		1.0				
Germ Cell Tumor				CXCR4						
Germ Cell Tumor				RYBP						
Germ Cell Tumor				STAT5B						
Germ Cell Tumor				MDC1						
Germ Cell Tumor				SUFU						
Germ Cell Tumor				HGF						
Germ Cell Tumor				PHOX2B						
Germ Cell Tumor				HOXB13						
Germ Cell Tumor				E2F3						
Germ Cell Tumor				CALR						
Germ Cell Tumor				MAP3K13						
Germ Cell Tumor				MAP3K14						
Germ Cell Tumor				CREBBP						
Germ Cell Tumor				SMARCD1						
Germ Cell Tumor				SPRED1						
Germ Cell Tumor				FAM58A						
Germ Cell Tumor				VTCN1						
Germ Cell Tumor				ARAF						
Germ Cell Tumor				IKBKE						
Germ Cell Tumor				FGFR4						
Germ Cell Tumor				RARA						
Germ Cell Tumor				NFE2L2		1.0				
Germ Cell Tumor				CBFB						
Germ Cell Tumor				CDH1						
Germ Cell Tumor				CDKN2B						
Germ Cell Tumor				CDKN2C						
Germ Cell Tumor				CDKN2A						
Germ Cell Tumor				BARD1						
Germ Cell Tumor				CENPA						
Germ Cell Tumor				ARID1B						
Germ Cell Tumor				ARID1A						
Germ Cell Tumor				CYLD						
Germ Cell Tumor				WHSC1						
Germ Cell Tumor				APC						
Germ Cell Tumor				PAK7						
Germ Cell Tumor				PAK1						
Germ Cell Tumor				RECQL4						
Germ Cell Tumor				FOXP1						
Germ Cell Tumor				SDHC						
Germ Cell Tumor				FUBP1						
Germ Cell Tumor				RRAS						
Germ Cell Tumor				CYSLTR2						
Germ Cell Tumor				MYCN						
Germ Cell Tumor				U2AF1						
Germ Cell Tumor				CCNE1						
Germ Cell Tumor				IGF2						
Germ Cell Tumor				IGF1						
Germ Cell Tumor				TCF3						
Germ Cell Tumor				ARID2						
Germ Cell Tumor				TEK						
Germ Cell Tumor				XRCC2						
Germ Cell Tumor				SMYD3						
Germ Cell Tumor				EIF4E						
Germ Cell Tumor				EPAS1						
Germ Cell Tumor				MGA						
Germ Cell Tumor				IRF4						
Germ Cell Tumor				MEF2B						
Germ Cell Tumor				NSD1						
Germ Cell Tumor				BTK						
Germ Cell Tumor				PDGFRB						
Germ Cell Tumor				PDGFRA						
Germ Cell Tumor				ATM						
Germ Cell Tumor				ZFHX3						
Germ Cell Tumor				ATR						
Germ Cell Tumor				BRIP1						
Germ Cell Tumor				FLT4						
Germ Cell Tumor				FLT3						
Germ Cell Tumor				FLT1						
Germ Cell Tumor				MRE11A						
Germ Cell Tumor				SLX4						
Germ Cell Tumor				MAPK3						
Germ Cell Tumor				DNAJB1						
Germ Cell Tumor				CSF1R						
Germ Cell Tumor				RPS6KB2						
Germ Cell Tumor				FANCC						
Germ Cell Tumor				FANCA						
Germ Cell Tumor				DOT1L						
Germ Cell Tumor				FBXW7						
Germ Cell Tumor				TGFBR2						
Germ Cell Tumor				TGFBR1						
Germ Cell Tumor				TET1						
Germ Cell Tumor				TET2						
Germ Cell Tumor				FOXL2						
Germ Cell Tumor				EP300						
Germ Cell Tumor				KNSTRN						
Germ Cell Tumor				IRS1						
Germ Cell Tumor				IRS2						
Germ Cell Tumor				KEAP1						
Germ Cell Tumor				SHOC2						
Germ Cell Tumor				BABAM1						
Germ Cell Tumor				RAD52						
Germ Cell Tumor				CDK6						
Germ Cell Tumor				RAD50						
Germ Cell Tumor				CDK8						
Germ Cell Tumor				MSH2						
Germ Cell Tumor				MSH3						
Germ Cell Tumor				ERCC4						
Germ Cell Tumor				ERCC5						
Germ Cell Tumor				MSH6						
Germ Cell Tumor				EZH1						
Germ Cell Tumor				EZH2						
Germ Cell Tumor				MCL1						
Germ Cell Tumor				SOX2						
Germ Cell Tumor				BBC3						
Germ Cell Tumor				SMARCA4						
Germ Cell Tumor				CEBPA						
Germ Cell Tumor				RICTOR						
Germ Cell Tumor				AXIN2						
Germ Cell Tumor				AXIN1						
Germ Cell Tumor				RAD54L						
Germ Cell Tumor				FYN						
Germ Cell Tumor				RB1						
Germ Cell Tumor				MDM4						
Germ Cell Tumor				MED12						
Germ Cell Tumor				AURKA						
Germ Cell Tumor				AURKB						
Germ Cell Tumor				PRKCI						
Germ Cell Tumor				GREM1						
Germ Cell Tumor				RAC2						
Germ Cell Tumor				RAC1						
Germ Cell Tumor				CARD11						
Germ Cell Tumor				HIST1H3B						
Germ Cell Tumor				HIST1H3C						
Germ Cell Tumor				HIST1H3A						
Germ Cell Tumor				HIST1H3F						
Germ Cell Tumor				HIST1H3G						
Germ Cell Tumor				HIST1H3D						
Germ Cell Tumor				HIST1H3E						
Germ Cell Tumor				HIST1H3J						
Germ Cell Tumor				PDCD1LG2						
Germ Cell Tumor				HIST1H3H						
Germ Cell Tumor				HIST1H3I						
Germ Cell Tumor				NOTCH4						
Germ Cell Tumor				NOTCH1						
Germ Cell Tumor				NOTCH2						
Germ Cell Tumor				NOTCH3						
Germ Cell Tumor				MTOR						
Germ Cell Tumor				PTCH1						
Germ Cell Tumor				CRLF2						
Germ Cell Tumor				KMT5A						
Germ Cell Tumor				PPP4R2						
Germ Cell Tumor				AXL						
Germ Cell Tumor				GPS2						
Germ Cell Tumor				DNMT1						
Germ Cell Tumor				FAM46C						
Germ Cell Tumor				INHBA						
Germ Cell Tumor				H3F3C						
Germ Cell Tumor				CUL3						
Germ Cell Tumor				BRCA1						
Germ Cell Tumor				ERBB3						
Germ Cell Tumor				BRCA2						
Germ Cell Tumor				H3F3A						
Germ Cell Tumor				ERBB4						
Germ Cell Tumor				IDH2						
Germ Cell Tumor				IDH1						
Germ Cell Tumor				BRD4						
Germ Cell Tumor				MDM2						
Germ Cell Tumor				SETD2						
Germ Cell Tumor				FGFR2						
Germ Cell Tumor				FGFR3						
Germ Cell Tumor				FGFR1						
Germ Cell Tumor				SYK						
Germ Cell Tumor				PTPN11						
Germ Cell Tumor				TCF7L2						
Germ Cell Tumor				KIT						
Germ Cell Tumor				FOXA1						
Germ Cell Tumor				RUNX1						
Germ Cell Tumor				HIST3H3						
Germ Cell Tumor				PNRC1						
Germ Cell Tumor				HRAS						
Germ Cell Tumor				RRAS2						
Germ Cell Tumor				CARM1						
Germ Cell Tumor				TNFRSF14						
Germ Cell Tumor				IFNGR1						
Germ Cell Tumor				TSHR						
Germ Cell Tumor				ICOSLG						
Germ Cell Tumor				STK40						
Germ Cell Tumor				DAXX						
Germ Cell Tumor				SDHAF2						
Germ Cell Tumor				PPM1D						
Germ Cell Tumor				SRSF2						
Germ Cell Tumor				JUN						
Germ Cell Tumor				ROS1						
Germ Cell Tumor				PPP6C						
Germ Cell Tumor				CDK4						
Germ Cell Tumor				CHEK2		1.0				
Germ Cell Tumor				CHEK1						
Germ Cell Tumor				CTLA4						
Germ Cell Tumor				EPHB1						
Germ Cell Tumor				RAD51						
Germ Cell Tumor				PARP1						
Germ Cell Tumor				PAX5						
Germ Cell Tumor				TP53		1.0				
Germ Cell Tumor				GNAQ						
Germ Cell Tumor				ESR1						
Germ Cell Tumor				DDR2						
Germ Cell Tumor				CD274						
Germ Cell Tumor				PALB2						
Germ Cell Tumor				CD276						
Germ Cell Tumor				SHQ1						
Germ Cell Tumor				VEGFA						
Germ Cell Tumor				SH2D1A						
Germ Cell Tumor				NTRK1						
Germ Cell Tumor				TBX3						
Germ Cell Tumor				UPF1						
Germ Cell Tumor				NTRK2						
Germ Cell Tumor				CD79B						
Germ Cell Tumor				CD79A						
Germ Cell Tumor				STAT3						
Germ Cell Tumor				ALOX12B						
Germ Cell Tumor				ERCC2						
Germ Cell Tumor				KDR						
Germ Cell Tumor				SRC						
Germ Cell Tumor				ERCC3						
Germ Cell Tumor				SF3B1						
Germ Cell Tumor				ATRX						
Germ Cell Tumor				RAD51C						
Germ Cell Tumor				MYC						
Germ Cell Tumor				VHL						
Germ Cell Tumor				IL10						
Germ Cell Tumor				GNAS						
Germ Cell Tumor				SOX9						
Germ Cell Tumor				RHEB						
Germ Cell Tumor				PPP2R1A						
Germ Cell Tumor				WT1						
Germ Cell Tumor				SPEN					1.0	
Germ Cell Tumor				BIRC3						
Germ Cell Tumor				MAP2K2						
Germ Cell Tumor				MAP2K1						
Germ Cell Tumor				TOP1						
Germ Cell Tumor				MAP2K4						
Germ Cell Tumor				YES1						
Germ Cell Tumor				ANKRD11						
Germ Cell Tumor				MAPKAP1						
Germ Cell Tumor				TERT						
Germ Cell Tumor				MALT1						
Germ Cell Tumor				KMT2C						
Germ Cell Tumor				KMT2B						
Germ Cell Tumor				KMT2A						
Germ Cell Tumor				SMARCB1						
Germ Cell Tumor				SPOP						
Germ Cell Tumor				MSI2						
Germ Cell Tumor				MSI1						
Germ Cell Tumor				ZRSR2						
Germ Cell Tumor				TP53BP1						
Germ Cell Tumor				EPCAM						
Germ Cell Tumor				INPPL1					1.0	
Germ Cell Tumor				INSR						
Germ Cell Tumor				CASP8						
Germ Cell Tumor				BCL6						
Germ Cell Tumor				BCL2						
Germ Cell Tumor				BCL2L1						
Germ Cell Tumor				PLK2						
Germ Cell Tumor				AKT1						
Germ Cell Tumor				AKT2						
Germ Cell Tumor				AKT3						
Germ Cell Tumor				NKX2-1						
Germ Cell Tumor				EIF1AX						
Germ Cell Tumor				INPP4B						
Germ Cell Tumor				INPP4A						
Germ Cell Tumor				NTRK3						
Germ Cell Tumor				PTP4A1						
Germ Cell Tumor				LYN						
Germ Cell Tumor				SUZ12						
Germ Cell Tumor				NUF2						
Germ Cell Tumor				NEGR1						
Germ Cell Tumor				SMAD2						
Germ Cell Tumor				PMS1						
Germ Cell Tumor				PMS2						
Germ Cell Tumor				RAF1						
Germ Cell Tumor				KRAS						
Germ Cell Tumor				SOCS1						
Germ Cell Tumor				MST1R						
Germ Cell Tumor				XIAP						
Germ Cell Tumor				GSK3B						
Germ Cell Tumor				EGFL7						
Germ Cell Tumor				FAT1						
Germ Cell Tumor				KDM5A						
Germ Cell Tumor				KDM5C						
Germ Cell Tumor				HLA-B						
Germ Cell Tumor				HLA-A						
Germ Cell Tumor				NFKBIA						
Germ Cell Tumor				EED						
Germ Cell Tumor				PREX2						
Germ Cell Tumor				ASXL1						
Germ Cell Tumor				FAM175A						
Germ Cell Tumor				ASXL2						
Germ Cell Tumor				PIK3R3						
Germ Cell Tumor				PIK3R2						
Germ Cell Tumor				PIK3R1						
Germ Cell Tumor				PTPRD						
Germ Cell Tumor				MYD88						
Germ Cell Tumor				STAG2						
Germ Cell Tumor				RNF43						
Germ Cell Tumor				HIST1H2BD						
Germ Cell Tumor				DCUN1D1						
Germ Cell Tumor				RECQL						
Germ Cell Tumor				RAD21						
Germ Cell Tumor				RHOA						
Germ Cell Tumor				FGF4						
Germ Cell Tumor				FGF3						
Germ Cell Tumor				ETV1						
Germ Cell Tumor				PRDM14						
Germ Cell Tumor				ETV6						
Germ Cell Tumor				MPL						
Germ Cell Tumor				TNFAIP3						
Germ Cell Tumor				BMPR1A						
Germ Cell Tumor				AGO2						
Germ Cell Tumor				RFWD2						
Germ Cell Tumor				EPHA7						
Germ Cell Tumor				RAD51L1						
Germ Cell Tumor				EPHA5						
Germ Cell Tumor				RAD51L3						
Germ Cell Tumor				EPHA3						
Germ Cell Tumor				MUTYH						
Germ Cell Tumor				ABL1						
Germ Cell Tumor				IKZF1						
Germ Cell Tumor				NCOR1						
Germ Cell Tumor				TP63						
Germ Cell Tumor				DROSHA						
Germ Cell Tumor				RASA1						
Germ Cell Tumor				POLD1						
Germ Cell Tumor				FGF19						
Germ Cell Tumor				MAPK1						
Germ Cell Tumor				KDM6A						
Germ Cell Tumor				NBN						
Germ Cell Tumor				DUSP4						
Germ Cell Tumor				PDCD1						
Germ Cell Tumor				PTPRT						
Germ Cell Tumor				BCOR						
Germ Cell Tumor				HIST1H1C						
Germ Cell Tumor				DICER1						
Germ Cell Tumor				SOS1						
Germ Cell Tumor				WWTR1						
Germ Cell Tumor				ID3						
Germ Cell Tumor				MET						
Germ Cell Tumor				STAT5A						
Germ Cell Tumor				NKX3-1						
Germ Cell Tumor				CIC						
Germ Cell Tumor				MYCL1						
Germ Cell Tumor				ACVR1						
Germ Cell Tumor				LATS2						
Germ Cell Tumor				LATS1						
Germ Cell Tumor				ELF3						
Germ Cell Tumor				RAB35						
Germ Cell Tumor				BCL2L11						
Germ Cell Tumor				NRAS						
Germ Cell Tumor				MLH1						
Germ Cell Tumor				GLI1						
Germ Cell Tumor				DNMT3B						
Germ Cell Tumor				NF2						
Germ Cell Tumor				TRAF2						
Germ Cell Tumor				DNMT3A						
Germ Cell Tumor				RRAGC						
Germ Cell Tumor				PIM1						
Germ Cell Tumor				TMPRSS2						
Germ Cell Tumor				AR						
Germ Cell Tumor				RTEL1						
Germ Cell Tumor				NPM1						
Germ Cell Tumor				BCL10						
Germ Cell Tumor				DIS3						
Germ Cell Tumor				PTPRS						
Germ Cell Tumor				GRIN2A						
Germ Cell Tumor				BRAF						
Germ Cell Tumor				GNA11						
Germ Cell Tumor				SDHA						
Germ Cell Tumor				PDPK1						
Germ Cell Tumor				BAP1						
Germ Cell Tumor				SDHB						
Germ Cell Tumor				SDHD						
Germ Cell Tumor				SH2B3						
Endometrial Cancer	1.72721674511718e-05	0.9996785999826621		TAP1						
Endometrial Cancer	0.000356801771929058	0.332618352521981	0.5714285714285714	ERRFI1		1.0	1.0		25.0	26.0
